DATE,TG,moving_average,TG_lag_1,TG_lag_2,TG_lag_3,TG_lag_4,TG_lag_5,TG_lag_6,TG_lag_7
20200217,54.97963963963964,0.4677569439316045,59.17940858276235,37.24878312601406,22.438760806916427,18.724274644080015,21.639834323788943,34.813266041816874,51.70534103211837
20200218,42.11165223665223,1.0426265992621921,54.97963963963964,59.17940858276235,37.24878312601406,22.438760806916427,18.724274644080015,21.639834323788943,34.813266041816874
20200219,25.10354763191068,0.49481618687454443,42.11165223665223,54.97963963963964,59.17940858276235,37.24878312601406,22.438760806916427,18.724274644080015,21.639834323788943
20200220,26.588203463203463,1.1234184027319145,25.10354763191068,42.11165223665223,54.97963963963964,59.17940858276235,37.24878312601406,22.438760806916427,18.724274644080015
20200221,34.45597257307831,1.7167445380231285,26.588203463203463,25.10354763191068,42.11165223665223,54.97963963963964,59.17940858276235,37.24878312601406,22.438760806916427
20200222,47.19043321299639,1.4202357267117591,34.45597257307831,26.588203463203463,25.10354763191068,42.11165223665223,54.97963963963964,59.17940858276235,37.24878312601406
20200223,53.25342465753425,-0.8465691321754463,47.19043321299639,34.45597257307831,26.588203463203463,25.10354763191068,42.11165223665223,54.97963963963964,59.17940858276235
20200224,44.32991175940933,-1.5213896971757563,53.25342465753425,47.19043321299639,34.45597257307831,26.588203463203463,25.10354763191068,42.11165223665223,54.97963963963964
20200225,26.872723994952228,-2.176989748814293,44.32991175940933,53.25342465753425,47.19043321299639,34.45597257307831,26.588203463203463,25.10354763191068,42.11165223665223
20200226,6.37979470556456,-2.6748218466208655,26.872723994952228,44.32991175940933,53.25342465753425,47.19043321299639,34.45597257307831,26.588203463203463,25.10354763191068
20200227,-0.22474338195569962,-3.830420977879882,6.37979470556456,26.872723994952228,44.32991175940933,53.25342465753425,47.19043321299639,34.45597257307831,26.588203463203463
20200228,10.069244604316546,-3.4838182812516827,-0.22474338195569962,6.37979470556456,26.872723994952228,44.32991175940933,53.25342465753425,47.19043321299639,34.45597257307831
20200229,22.245317002881844,-3.563588030016362,10.069244604316546,-0.22474338195569962,6.37979470556456,26.872723994952228,44.32991175940933,53.25342465753425,47.19043321299639
20200301,30.879437736529106,-3.196283845857881,22.245317002881844,10.069244604316546,-0.22474338195569962,6.37979470556456,26.872723994952228,44.32991175940933,53.25342465753425
20200302,32.7616300036062,-1.6526116794004402,30.879437736529106,22.245317002881844,10.069244604316546,-0.22474338195569962,6.37979470556456,26.872723994952228,44.32991175940933
20200303,27.096832253419727,0.03201546549535195,32.7616300036062,30.879437736529106,22.245317002881844,10.069244604316546,-0.22474338195569962,6.37979470556456,26.872723994952228
20200304,26.107129996398992,2.818190755833495,27.096832253419727,32.7616300036062,30.879437736529106,22.245317002881844,10.069244604316546,-0.22474338195569962,6.37979470556456
20200305,28.642960288808663,4.123957667252046,26.107129996398992,27.096832253419727,32.7616300036062,30.879437736529106,22.245317002881844,10.069244604316546,-0.22474338195569962
20200306,26.424986459649755,2.3365345507618933,28.642960288808663,26.107129996398992,27.096832253419727,32.7616300036062,30.879437736529106,22.245317002881844,10.069244604316546
20200307,29.117837837837836,0.9817886907079973,26.424986459649755,28.642960288808663,26.107129996398992,27.096832253419727,32.7616300036062,30.879437736529106,22.245317002881844
20200308,45.60241615578796,2.103282631322692,29.117837837837836,26.424986459649755,28.642960288808663,26.107129996398992,27.096832253419727,32.7616300036062,30.879437736529106
20200309,47.94501532359834,2.169055045713165,45.60241615578796,29.117837837837836,26.424986459649755,28.642960288808663,26.107129996398992,27.096832253419727,32.7616300036062
20200310,50.29343907714492,3.3138009748178803,47.94501532359834,45.60241615578796,29.117837837837836,26.424986459649755,28.642960288808663,26.107129996398992,27.096832253419727
20200311,69.16783847124572,6.15152978212096,50.29343907714492,47.94501532359834,45.60241615578796,29.117837837837836,26.424986459649755,28.642960288808663,26.107129996398992
20200312,65.1275942970583,5.212090572607096,69.16783847124572,50.29343907714492,47.94501532359834,45.60241615578796,29.117837837837836,26.424986459649755,28.642960288808663
20200313,38.58017334777898,1.736455269732744,65.1275942970583,69.16783847124572,50.29343907714492,47.94501532359834,45.60241615578796,29.117837837837836,26.424986459649755
20200314,23.47987001263766,-0.8054239750285888,38.58017334777898,65.1275942970583,69.16783847124572,50.29343907714492,47.94501532359834,45.60241615578796,29.117837837837836
20200315,43.365902113057615,-0.31950200610434365,23.47987001263766,38.58017334777898,65.1275942970583,69.16783847124572,50.29343907714492,47.94501532359834,45.60241615578796
20200316,48.01607949412828,0.010152024361417489,43.365902113057615,23.47987001263766,38.58017334777898,65.1275942970583,69.16783847124572,50.29343907714492,47.94501532359834
20200317,59.148863226272105,1.2650605927324605,48.01607949412828,43.365902113057615,23.47987001263766,38.58017334777898,65.1275942970583,69.16783847124572,50.29343907714492
20200318,67.0106555896695,-0.3081689830823251,59.148863226272105,48.01607949412828,43.365902113057615,23.47987001263766,38.58017334777898,65.1275942970583,69.16783847124572
20200319,64.84450156049202,-0.040441819509460686,67.0106555896695,59.148863226272105,48.01607949412828,43.365902113057615,23.47987001263766,38.58017334777898,65.1275942970583
20200320,56.94191822697746,2.623106411314069,64.84450156049202,67.0106555896695,59.148863226272105,48.01607949412828,43.365902113057615,23.47987001263766,38.58017334777898
20200321,39.38418836140888,2.2720454783958814,56.94191822697746,64.84450156049202,67.0106555896695,59.148863226272105,48.01607949412828,43.365902113057615,23.47987001263766
20200322,28.819778541428025,-2.078017653089937,39.38418836140888,56.94191822697746,64.84450156049202,67.0106555896695,59.148863226272105,48.01607949412828,43.365902113057615
20200323,27.280145232180395,-2.96227632313542,28.819778541428025,39.38418836140888,56.94191822697746,64.84450156049202,67.0106555896695,59.148863226272105,48.01607949412828
20200324,31.296821141325164,-3.9788631549924105,27.280145232180395,28.819778541428025,39.38418836140888,56.94191822697746,64.84450156049202,67.0106555896695,59.148863226272105
20200325,34.072755121577636,-4.705414352584555,31.296821141325164,27.280145232180395,28.819778541428025,39.38418836140888,56.94191822697746,64.84450156049202,67.0106555896695
20200326,38.06860309573858,-3.825128352107633,34.072755121577636,31.296821141325164,27.280145232180395,28.819778541428025,39.38418836140888,56.94191822697746,64.84450156049202
20200327,53.86742629770302,-0.43921313275348695,38.06860309573858,34.072755121577636,31.296821141325164,27.280145232180395,28.819778541428025,39.38418836140888,56.94191822697746
20200328,52.351419786579854,1.8524616321672767,53.86742629770302,38.06860309573858,34.072755121577636,31.296821141325164,27.280145232180395,28.819778541428025,39.38418836140888
20200329,34.19242199108469,0.7675204928080959,52.351419786579854,53.86742629770302,38.06860309573858,34.072755121577636,31.296821141325164,27.280145232180395,28.819778541428025
20200330,17.256910569105692,-1.431890666153528,34.19242199108469,52.351419786579854,53.86742629770302,38.06860309573858,34.072755121577636,31.296821141325164,27.280145232180395
20200331,23.444826338639654,-1.1217135432407872,17.256910569105692,34.19242199108469,52.351419786579854,53.86742629770302,38.06860309573858,34.072755121577636,31.296821141325164
20200401,30.116190820383085,-0.565223471599225,23.444826338639654,17.256910569105692,34.19242199108469,52.351419786579854,53.86742629770302,38.06860309573858,34.072755121577636
20200402,33.630379746835445,-0.6340319069861593,30.116190820383085,23.444826338639654,17.256910569105692,34.19242199108469,52.351419786579854,53.86742629770302,38.06860309573858
20200403,37.94594105948291,-2.274497891174299,33.630379746835445,30.116190820383085,23.444826338639654,17.256910569105692,34.19242199108469,52.351419786579854,53.86742629770302
20200404,46.906425339366514,-0.7778563496019082,37.94594105948291,33.630379746835445,30.116190820383085,23.444826338639654,17.256910569105692,34.19242199108469,52.351419786579854
20200405,66.12812160694897,4.562242802266329,46.906425339366514,37.94594105948291,33.630379746835445,30.116190820383085,23.444826338639654,17.256910569105692,34.19242199108469
20200406,84.05497287522604,9.542580329445762,66.12812160694897,46.906425339366514,37.94594105948291,33.630379746835445,30.116190820383085,23.444826338639654,17.256910569105692
20200407,91.99493579309097,9.792872779207336,84.05497287522604,66.12812160694897,46.906425339366514,37.94594105948291,33.630379746835445,30.116190820383085,23.444826338639654
20200408,92.6001808318264,8.926284287349041,91.99493579309097,84.05497287522604,66.12812160694897,46.906425339366514,37.94594105948291,33.630379746835445,30.116190820383085
20200409,86.47730150117562,7.549560250620019,92.6001808318264,91.99493579309097,84.05497287522604,66.12812160694897,46.906425339366514,37.94594105948291,33.630379746835445
20200410,83.14262472885032,6.456669095623937,86.47730150117562,92.6001808318264,91.99493579309097,84.05497287522604,66.12812160694897,46.906425339366514,37.94594105948291
20200411,85.94182931496364,5.576486282228146,83.14262472885032,86.47730150117562,92.6001808318264,91.99493579309097,84.05497287522604,66.12812160694897,46.906425339366514
20200412,93.75263460433032,3.9463589996259003,85.94182931496364,83.14262472885032,86.47730150117562,92.6001808318264,91.99493579309097,84.05497287522604,66.12812160694897
20200413,79.10356731875719,-0.707343650924102,93.75263460433032,85.94182931496364,83.14262472885032,86.47730150117562,92.6001808318264,91.99493579309097,84.05497287522604
20200414,58.974909021260295,-4.71714668169011,79.10356731875719,93.75263460433032,85.94182931496364,83.14262472885032,86.47730150117562,92.6001808318264,91.99493579309097
20200415,74.635336906585,-2.566406275034481,58.974909021260295,79.10356731875719,93.75263460433032,85.94182931496364,83.14262472885032,86.47730150117562,92.6001808318264
20200416,91.9139846743295,0.7766690247362646,74.635336906585,58.974909021260295,79.10356731875719,93.75263460433032,85.94182931496364,83.14262472885032,86.47730150117562
20200417,93.37432089822528,1.4616708813392734,91.9139846743295,74.635336906585,58.974909021260295,79.10356731875719,93.75263460433032,85.94182931496364,83.14262472885032
20200418,95.97881202462875,1.4338546728093036,93.37432089822528,91.9139846743295,74.635336906585,58.974909021260295,79.10356731875719,93.75263460433032,85.94182931496364
20200419,95.92677179626608,0.3105910274193917,95.97881202462875,93.37432089822528,91.9139846743295,74.635336906585,58.974909021260295,79.10356731875719,93.75263460433032
20200420,95.95993473531544,2.408052488079747,95.92677179626608,95.97881202462875,93.37432089822528,91.9139846743295,74.635336906585,58.974909021260295,79.10356731875719
20200421,97.82955986234377,5.550664405869071,95.95993473531544,95.92677179626608,95.97881202462875,93.37432089822528,91.9139846743295,74.635336906585,58.974909021260295
20200422,99.70304568527919,3.5811012540991953,97.82955986234377,95.95993473531544,95.92677179626608,95.97881202462875,93.37432089822528,91.9139846743295,74.635336906585
20200423,100.64119782214156,1.2467447354017054,99.70304568527919,97.82955986234377,95.95993473531544,95.92677179626608,95.97881202462875,93.37432089822528,91.9139846743295
20200424,99.58426966292134,0.8871355378137196,100.64119782214156,99.70304568527919,97.82955986234377,95.95993473531544,95.92677179626608,95.97881202462875,93.37432089822528
20200425,94.62223431265869,-0.19379681599572507,99.58426966292134,100.64119782214156,99.70304568527919,97.82955986234377,95.95993473531544,95.92677179626608,95.97881202462875
20200426,88.78051877380736,-1.0208932889226787,94.62223431265869,99.58426966292134,100.64119782214156,99.70304568527919,97.82955986234377,95.95993473531544,95.92677179626608
20200427,91.60830161319558,-0.621661874588554,88.78051877380736,94.62223431265869,99.58426966292134,100.64119782214156,99.70304568527919,97.82955986234377,95.95993473531544
20200428,89.74746008708273,-1.1545856821801408,91.60830161319558,88.78051877380736,94.62223431265869,99.58426966292134,100.64119782214156,99.70304568527919,97.82955986234377
20200429,86.825117796303,-1.8397039841394616,89.74746008708273,91.60830161319558,88.78051877380736,94.62223431265869,99.58426966292134,100.64119782214156,99.70304568527919
20200430,88.6975652173913,-1.7062332292500315,86.825117796303,89.74746008708273,91.60830161319558,88.78051877380736,94.62223431265869,99.58426966292134,100.64119782214156
20200501,90.72019464720195,-1.2662964308170501,88.6975652173913,86.825117796303,89.74746008708273,91.60830161319558,88.78051877380736,94.62223431265869,99.58426966292134
20200502,96.48591304347826,0.2662398186885042,90.72019464720195,88.6975652173913,86.825117796303,89.74746008708273,91.60830161319558,88.78051877380736,94.62223431265869
20200503,96.53313619759959,1.1075167748274595,96.48591304347826,90.72019464720195,88.6975652173913,86.825117796303,89.74746008708273,91.60830161319558,88.78051877380736
20200504,99.59409209383145,1.140827211519408,96.53313619759959,96.48591304347826,90.72019464720195,88.6975652173913,86.825117796303,89.74746008708273,91.60830161319558
20200505,97.48715723707046,1.105671021426815,99.59409209383145,96.53313619759959,96.48591304347826,90.72019464720195,88.6975652173913,86.825117796303,89.74746008708273
20200506,97.76253531073446,1.5624882163473757,97.48715723707046,99.59409209383145,96.53313619759959,96.48591304347826,90.72019464720195,88.6975652173913,86.825117796303
20200507,104.31787389265243,2.2314726678944368,97.76253531073446,97.48715723707046,99.59409209383145,96.53313619759959,96.48591304347826,90.72019464720195,88.6975652173913
20200508,115.41753653444677,3.528191698177821,104.31787389265243,97.76253531073446,97.48715723707046,99.59409209383145,96.53313619759959,96.48591304347826,90.72019464720195
20200509,119.71324169131721,3.318189806834127,115.41753653444677,104.31787389265243,97.76253531073446,97.48715723707046,99.59409209383145,96.53313619759959,96.48591304347826
20200510,111.24786919464255,2.102104713863298,119.71324169131721,115.41753653444677,104.31787389265243,97.76253531073446,97.48715723707046,99.59409209383145,96.53313619759959
20200511,88.00921739130435,-1.6549821003610248,111.24786919464255,119.71324169131721,115.41753653444677,104.31787389265243,97.76253531073446,97.48715723707046,99.59409209383145
20200512,73.00416956219597,-3.497569667839201,88.00921739130435,111.24786919464255,119.71324169131721,115.41753653444677,104.31787389265243,97.76253531073446,97.48715723707046
20200513,79.35224504002784,-2.6300414672438137,73.00416956219597,88.00921739130435,111.24786919464255,119.71324169131721,115.41753653444677,104.31787389265243,97.76253531073446
20200514,87.12204861111111,-2.4565464687916148,79.35224504002784,73.00416956219597,88.00921739130435,111.24786919464255,119.71324169131721,115.41753653444677,104.31787389265243
20200515,88.99548375890221,-3.7745789679349286,87.12204861111111,79.35224504002784,73.00416956219597,88.00921739130435,111.24786919464255,119.71324169131721,115.41753653444677
20200516,96.1254119687771,-3.3696899603628765,88.99548375890221,87.12204861111111,79.35224504002784,73.00416956219597,88.00921739130435,111.24786919464255,119.71324169131721
20200517,108.83645833333334,-0.3444872659013214,96.1254119687771,88.99548375890221,87.12204861111111,79.35224504002784,73.00416956219597,88.00921739130435,111.24786919464255
20200518,120.07618882332524,4.58099591886014,108.83645833333334,96.1254119687771,88.99548375890221,87.12204861111111,79.35224504002784,73.00416956219597,88.00921739130435
20200519,125.30370755370755,7.4713625702159305,120.07618882332524,108.83645833333334,96.1254119687771,88.99548375890221,87.12204861111111,79.35224504002784,73.00416956219597
20200520,129.73746312684366,7.197888298116553,125.30370755370755,120.07618882332524,108.83645833333334,96.1254119687771,88.99548375890221,87.12204861111111,79.35224504002784
20200521,137.1565805444772,7.147790276195167,129.73746312684366,125.30370755370755,120.07618882332524,108.83645833333334,96.1254119687771,88.99548375890221,87.12204861111111
20200522,142.5737079431148,7.654032026316074,137.1565805444772,129.73746312684366,125.30370755370755,120.07618882332524,108.83645833333334,96.1254119687771,88.99548375890221
20200523,131.60121527777778,5.067971901285816,142.5737079431148,137.1565805444772,129.73746312684366,125.30370755370755,120.07618882332524,108.83645833333334,96.1254119687771
20200524,121.28630849220104,1.7785500226953843,131.60121527777778,142.5737079431148,137.1565805444772,129.73746312684366,125.30370755370755,120.07618882332524,108.83645833333334
20200525,129.39053562142485,1.3306209711570887,121.28630849220104,131.60121527777778,142.5737079431148,137.1565805444772,129.73746312684366,125.30370755370755,120.07618882332524
20200526,132.76967071057192,1.0665661652663232,129.39053562142485,121.28630849220104,131.60121527777778,142.5737079431148,137.1565805444772,129.73746312684366,125.30370755370755
20200527,132.79469854469855,0.4367479168364241,132.76967071057192,129.39053562142485,121.28630849220104,131.60121527777778,142.5737079431148,137.1565805444772,129.73746312684366
20200528,129.67707249392993,-1.0685011500781911,132.79469854469855,132.76967071057192,129.39053562142485,121.28630849220104,131.60121527777778,142.5737079431148,137.1565805444772
20200529,127.86864480305397,-2.1007233057229655,129.67707249392993,132.79469854469855,132.76967071057192,129.39053562142485,121.28630849220104,131.60121527777778,142.5737079431148
20200530,134.17560298455666,0.36776967239697456,127.86864480305397,129.67707249392993,132.79469854469855,132.76967071057192,129.39053562142485,121.28630849220104,131.60121527777778
20200531,141.18385416666666,2.842506524923664,134.17560298455666,127.86864480305397,129.67707249392993,132.79469854469855,132.76967071057192,129.39053562142485,121.28630849220104
20200601,156.0590783090783,3.8097918125219223,141.18385416666666,134.17560298455666,127.86864480305397,129.67707249392993,132.79469854469855,132.76967071057192,129.39053562142485
20200602,156.64120410649033,3.410219056559754,156.0590783090783,141.18385416666666,134.17560298455666,127.86864480305397,129.67707249392993,132.79469854469855,132.76967071057192
20200603,149.2216441207076,2.3467065108584393,156.64120410649033,156.0590783090783,141.18385416666666,134.17560298455666,127.86864480305397,129.67707249392993,132.79469854469855
20200604,137.36380985426786,1.0981053371911287,149.2216441207076,156.64120410649033,156.0590783090783,141.18385416666666,134.17560298455666,127.86864480305397,129.67707249392993
20200605,132.79709129139653,0.7040637840489694,137.36380985426786,149.2216441207076,156.64120410649033,156.0590783090783,141.18385416666666,134.17560298455666,127.86864480305397
20200606,137.2587970185474,0.44045629057006863,132.79709129139653,137.36380985426786,149.2216441207076,156.64120410649033,156.0590783090783,141.18385416666666,134.17560298455666
20200607,135.1779587593138,-0.8579850581932362,137.2587970185474,132.79709129139653,137.36380985426786,149.2216441207076,156.64120410649033,156.0590783090783,141.18385416666666
20200608,129.8457409972299,-3.744762473121199,135.1779587593138,137.2587970185474,132.79709129139653,137.36380985426786,149.2216441207076,156.64120410649033,156.0590783090783
20200609,132.8894855361164,-3.3931026529105566,129.8457409972299,135.1779587593138,137.2587970185474,132.79709129139653,137.36380985426786,149.2216441207076,156.64120410649033
20200610,140.06411367180732,-1.308218635557182,132.8894855361164,129.8457409972299,135.1779587593138,137.2587970185474,132.79709129139653,137.36380985426786,149.2216441207076
20200611,149.7609223300971,1.7710160679755802,140.06411367180732,132.8894855361164,129.8457409972299,135.1779587593138,137.2587970185474,132.79709129139653,137.36380985426786
20200612,165.79670710571924,4.714230830617538,149.7609223300971,140.06411367180732,132.8894855361164,129.8457409972299,135.1779587593138,137.2587970185474,132.79709129139653
20200613,175.27260107582856,5.430543436754448,165.79670710571924,149.7609223300971,140.06411367180732,132.8894855361164,129.8457409972299,135.1779587593138,137.2587970185474
20200614,169.5629334257975,4.91213923806913,175.27260107582856,165.79670710571924,149.7609223300971,140.06411367180732,132.8894855361164,129.8457409972299,135.1779587593138
20200615,163.83850823937553,4.856109606020766,169.5629334257975,175.27260107582856,165.79670710571924,149.7609223300971,140.06411367180732,132.8894855361164,129.8457409972299
20200616,166.6850857439806,4.8279428868377465,163.83850823937553,169.5629334257975,175.27260107582856,165.79670710571924,149.7609223300971,140.06411367180732,132.8894855361164
20200617,168.4189470038102,4.050690476000426,166.6850857439806,163.83850823937553,169.5629334257975,175.27260107582856,165.79670710571924,149.7609223300971,140.06411367180732
20200618,167.86848033269797,2.5867940003715546,168.4189470038102,166.6850857439806,163.83850823937553,169.5629334257975,175.27260107582856,165.79670710571924,149.7609223300971
20200619,168.89294993937295,0.4423204048076741,167.86848033269797,168.4189470038102,166.6850857439806,163.83850823937553,169.5629334257975,175.27260107582856,165.79670710571924
20200620,171.15412621359224,-0.5883535517480425,168.89294993937295,167.86848033269797,168.4189470038102,166.6850857439806,163.83850823937553,169.5629334257975,175.27260107582856
20200621,172.96500346500346,0.4860100056008321,171.15412621359224,168.89294993937295,167.86848033269797,168.4189470038102,166.6850857439806,163.83850823937553,169.5629334257975
20200622,176.50944049887406,1.8101331799283855,172.96500346500346,171.15412621359224,168.89294993937295,167.86848033269797,168.4189470038102,166.6850857439806,163.83850823937553
20200623,187.12761904761905,2.920361900519765,176.50944049887406,172.96500346500346,171.15412621359224,168.89294993937295,167.86848033269797,168.4189470038102,166.6850857439806
20200624,194.55168227540756,3.733247895942469,187.12761904761905,176.50944049887406,172.96500346500346,171.15412621359224,168.89294993937295,167.86848033269797,168.4189470038102
20200625,198.37161693268564,4.357590942855381,194.55168227540756,187.12761904761905,176.50944049887406,172.96500346500346,171.15412621359224,168.89294993937295,167.86848033269797
20200626,199.09949731322587,4.315221053407527,198.37161693268564,194.55168227540756,187.12761904761905,176.50944049887406,172.96500346500346,171.15412621359224,168.89294993937295
20200627,203.0447598253275,4.555804801676516,199.09949731322587,198.37161693268564,194.55168227540756,187.12761904761905,176.50944049887406,172.96500346500346,171.15412621359224
20200628,192.6680512287989,2.8147211091136626,203.0447598253275,199.09949731322587,198.37161693268564,194.55168227540756,187.12761904761905,176.50944049887406,172.96500346500346
20200629,176.63975799481418,0.018616785134298652,192.6680512287989,203.0447598253275,199.09949731322587,198.37161693268564,194.55168227540756,187.12761904761905,176.50944049887406
20200630,171.6427142077497,-2.2121292628385163,176.63975799481418,192.6680512287989,203.0447598253275,199.09949731322587,198.37161693268564,194.55168227540756,187.12761904761905
20200701,174.3391711461765,-2.8875015898901495,171.6427142077497,176.63975799481418,192.6680512287989,203.0447598253275,199.09949731322587,198.37161693268564,194.55168227540756
