DATE,CC,moving_average_CC
20200412,3.512396694214876,0.2953564826322004
20200413,5.184039087947883,0.5596398332229735
20200414,4.514011208967173,0.4128018764472703
20200415,3.951316839584996,0.3139296710920485
20200416,3.5518341307814993,0.18936525121696102
20200417,2.8464,0.030516159250585595
20200418,3.9853181076672106,0.11221189434764556
20200419,3.9073770491803277,0.056425764995064576
20200420,2.7162162162162162,-0.3525461245330952
20200421,1.9888089528377297,-0.36074317944706324
20200422,0.879585326953748,-0.4388187875187497
20200423,1.6325543916196616,-0.27418281988026294
20200424,4.165865384615385,0.18849505494505525
20200425,4.08993399339934,0.014945126533161268
20200426,3.642739273927393,-0.037805396464705154
20200427,4.278662420382165,0.22320660059513564
20200428,5.417065390749602,0.48975091970169604
20200429,6.1090617481956695,0.7470680601774173
20200430,5.660256410256411,0.5753860026623929
20200501,6.0403624382207575,0.2677852933721949
20200502,5.338028169014085,0.1782991679449637
20200503,5.087064676616915,0.20633220038421918
20200504,4.855993563958166,0.08247587765371378
20200505,4.918875502008032,-0.07116998410593833
20200506,3.358890701468189,-0.39288157810392565
20200507,2.7391653290529696,-0.417298725886206
20200508,4.035256410256411,-0.2864437182806219
20200509,4.169950738916256,-0.16686820429968918
20200510,5.286181520850368,0.02844526346192211
20200511,5.285031847133758,0.0612911833107983
20200512,4.983213429256595,0.009191132464080098
20200513,5.684843624699278,0.33227898903301334
20200514,5.203037569944045,0.3519817486987247
20200515,5.702788844621514,0.23821891919501503
20200516,4.9180999180999185,0.10687845416909436
20200517,4.233169129720854,-0.15043034158992974
20200518,3.4656549520766773,-0.2599109850081547
20200519,4.62570281124498,-0.05107294543023144
20200520,4.145833333333333,-0.21985861305227683
20200521,3.1348949919224554,-0.29544893971737096
20200522,4.428571428571429,-0.18203105943572595
20200523,5.865793780687397,0.13538483751249686
20200524,5.3246329526916805,0.1559234032815473
20200525,5.337051792828685,0.2673424058217151
20200526,4.2990430622009566,-0.04666567843486025
20200527,3.224,-0.13169047619047713
20200528,4.236044657097288,0.15730709502497664
20200529,3.657120127287192,-0.1102073287548917
20200530,4.106764466177669,-0.2512899020728172
20200531,4.605370219690806,-0.10275181900012598
20200601,2.3231511254019295,-0.43055723820382186
20200602,3.4119521912350597,-0.12672726728084216
20200603,4.835059760956176,0.23015139442231058
20200604,5.997609561752988,0.2516521292365286
20200605,6.1258964143426295,0.35268232672220545
20200606,5.034257748776509,0.13249904037126292
20200607,5.756910569105691,0.1645057642021266
20200608,5.949085123309467,0.5179905711296477
20200609,5.910898965791567,0.3569923963652153
20200610,6.0493630573248405,0.1734718994812381
20200611,4.779293739967898,-0.17404511739787054
20200612,2.9138755980861246,-0.45886011660807213
20200613,3.011400651465798,-0.28897958533010115
20200614,5.275609756097561,-0.06875725900116159
20200615,5.5659777424483305,-0.05472962583730556
20200616,5.5863166268894195,-0.04636890555744966
20200617,5.345816733067729,-0.10050661775101499
20200618,4.996822875297855,0.03107559076142241
20200619,5.23015873015873,0.3308975902960869
20200620,5.640065146579804,0.375523499302
20200621,5.121039805036555,-0.022081421580143257
20200622,4.063391442155309,-0.21465518575614606
20200623,2.290551181102362,-0.47082363511243663
20200624,2.7142857142857144,-0.3759330026831451
20200625,3.4464566929133857,-0.22148088319778125
20200626,3.21591804570528,-0.2877486692076361
20200627,3.266396761133603,-0.3390954836351714
20200628,4.248381877022654,-0.12466541828770072
20200629,5.081038552321007,0.14537815859510017
20200630,4.344583987441131,0.2934332580483954
20200701,4.650234741784038,0.2765641467854749
20200702,5.337245696400626,0.27011271478389176
20200703,5.381846635367762,0.30941836995178207
20200704,4.243824701195219,0.1396325628659456
20200705,3.6874003189792663,-0.08014022257762576
20200706,4.586990595611285,-0.07057827952996032
20200707,3.79715864246251,-0.07820362071123199
20200708,4.569850039463299,-0.011483528902962448
20200709,4.333333333333333,-0.14341605186675643
20200710,4.093187157400156,-0.18409421113822955
20200711,5.26671974522293,0.14612786343252981
20200712,3.6365814696485623,-0.007259835618672383
20200713,4.091482649842272,-0.07078684939557256
20200714,4.522494080505131,0.10361934829180264
20200715,5.460683081810961,0.12726186319252353
20200716,5.954653937947494,0.23161722923059447
20200717,4.999206978588422,0.12943140302689482
20200718,5.172719935431799,-0.013428544255875252
20200719,4.9517296862429605,0.18787831665634247
20200720,3.7220902612826605,-0.052770341222801775
20200721,3.657707509881423,-0.12354093866052995
20200722,4.245253164556962,-0.17363284532199952
20200723,4.28041074249605,-0.23917759935020655
20200724,5.4980237154150196,0.07125953383237071
20200725,4.740384615384615,-0.06176218857816895
20200726,4.923939151321057,-0.003970076417414425
20200727,3.6455893832943014,-0.010928696855479814
20200728,4.16484375,0.07244803430265367
20200729,4.381435257410296,0.019454584693333388
20200730,2.9188134270101482,-0.19451390221227172
20200731,2.10546875,-0.48465070934500254
20200801,2.932,-0.2583406593406594
20200802,5.700882117080995,0.11099185225141905
20200803,6.1098901098901095,0.3520429609422586
20200804,5.549096622152396,0.19775041030748586
20200805,4.472156862745098,0.012960229333542905
20200806,2.7160784313725492,-0.028962142233942778
20200807,1.8664571877454832,-0.034144508893502845
20200808,1.8470209339774557,-0.15499700943179207
20200809,2.5076182838813152,-0.4561805475999545
20200810,2.8746081504702192,-0.46218313705998426
20200811,3.4235294117647057,-0.30365245862681256
20200812,2.794488188976378,-0.23966695339553112
20200813,4.381475667189953,0.23791389083105763
20200814,5.122944400939702,0.4652124590277458
20200815,4.1589456869009584,0.3302749647033574
20200816,3.2446043165467624,0.10528371895220667
20200817,4.699765441751368,0.2607367558973066
20200818,5.167189952904239,0.2490943630199336
20200819,4.083728278041074,0.18417715558067105
20200820,3.505098039215686,-0.1251968039963236
20200821,2.893700787401575,-0.3184633733625901
20200822,4.810289389067524,0.09304910030950975
20200823,5.3016,0.2938565262076054
20200824,4.97478329393223,0.039288264597265865
20200825,3.6215578284815106,-0.2208045892032473
20200826,4.375886524822695,0.04173689239737488
20200827,4.347211311861744,0.12030189609229325
20200828,5.126282557221784,0.3189402528314593
20200829,5.992782678428227,0.16892761276581414
20200830,5.724579663730985,0.060425666247283516
20200831,5.582608695652174,0.08683220024570648
20200901,5.178429817605076,0.22241028416050934
20200902,4.675314465408805,0.04277542008373025
20200903,4.40204563335956,0.007833474499688187
20200904,4.407843137254902,-0.10263420285241232
20200905,4.200960768614892,-0.2559745585447626
20200906,5.621078037007241,-0.014785946674820138
20200907,5.052215189873418,-0.07577050082553605
20200908,3.468725257323832,-0.24424350861160704
20200909,2.8791469194312795,-0.2565953637110745
20200910,3.8710443037974684,-0.07585733279458484
20200911,3.7297084318360914,-0.09687638648840124
20200912,3.1152296535052377,-0.1551044450156649
20200913,3.6685529506871464,-0.2789321551885853
20200914,2.9034045922406966,-0.3069729425189598
20200915,2.87450357426529,-0.08488881186550579
20200916,3.8349056603773586,0.13653696299229656
20200917,4.037676609105181,0.023804615043958588
20200918,2.4607535321821037,-0.1812792713791409
20200919,3.143548387096774,0.004045533370219623
20200920,3.154963680387409,-0.07336989575710495
20200921,2.7606635071090047,-0.020391583590241513
20200922,3.0496845425867507,0.02502585261735124
20200923,5.164826498422713,0.18998869114933603
20200924,5.331230283911672,0.18479338211521323
20200925,6.285375494071146,0.546374565984149
20200926,6.539887187751813,0.4851912572364334
20200927,4.958970233306516,0.2577152218455865
20200928,6.347277032359905,0.5123733607501295
20200929,6.029225908372828,0.4256487665408688
20200930,5.010989010989011,-0.021976783919101628
20201001,5.286274509803921,-0.0064222534439632994
20201002,6.2285938727415555,-0.008111660189941361
20201003,5.929895245769541,-0.0871417059974684
20201004,4.906024096385543,-0.007563733845853626
20201005,5.7680817610062896,-0.08274218162194469
20201006,5.730345911949685,-0.04269714234616373
20201007,6.265098039215686,0.1791584326038116
20201008,5.190551181102363,-0.013674761243080091
20201009,5.345727848101266,-0.12612371780575593
20201010,5.860371267150928,-0.009931996945515387
20201011,6.269789983844911,0.19482369820848078
20201012,6.19887730553328,0.061542220646712664
20201013,5.976340694006309,0.0351421117223758
20201014,5.474429583005508,-0.11295263660145505
20201015,6.285714285714286,0.15645187208741707
20201016,6.448931116389549,0.15760046689832663
20201017,6.2623481781376515,0.05742527299810263
20201018,5.190129449838188,-0.15423721914381705
20201019,4.722882026920032,-0.21085646837332117
20201020,5.474226804123711,-0.0717305556975143
20201021,5.984177215189874,0.0728210903120532
20201022,5.330702446724546,-0.13643026271282022
20201023,5.85973207249803,-0.0841712919845028
20201024,5.783980582524272,-0.06833822794476774
20201025,5.53074433656958,0.048659269533056104
20201026,6.301812450748621,0.22556148911836882
20201027,6.092986603624902,0.08839425707159965
20201028,5.3947990543735225,-0.08419688011662174
20201029,6.0261075949367084,0.09934359260173586
20201030,6.073575949367089,0.030549125267009813
20201031,5.279640228945217,-0.0720486219398655
20201101,6.7821138211382115,0.17876706922409014
20201102,6.173184357541899,-0.018375441886673727
20201103,5.5363924050632916,-0.07951345693737277
20201104,5.769716088328075,0.05355957627922159
20201105,4.832278481012659,-0.17054701627486413
20201106,3.698098256735341,-0.33935395609024965
20201107,3.1124694376528117,-0.30959582732748725
20201108,4.219133278822567,-0.3661400774736636
20201109,5.24228028503563,-0.13298629607232293
20201110,5.982649842271293,0.06375106245828466
20201111,6.559589581689029,0.11283907048013742
20201112,6.235946159936659,0.20052395413199964
20201113,5.7218700475435815,0.2891102558297485
20201114,5.674493927125506,0.3660034984960987
20201115,5.881685575364668,0.23750747093458635
20201116,6.634281200631912,0.19885727365661232
20201117,5.805071315372425,-0.02536836098555284
20201118,4.006329113924051,-0.36475149539499707
20201119,5.354889589905363,-0.12586522429018565
20201120,4.373617693522907,-0.19260747914581078
20201121,3.9025182778229084,-0.2531393784717988
20201122,4.110479285134037,-0.2530294700329474
20201123,4.974703557312253,-0.23708252047423706
20201124,4.8600790513834,-0.13499889485557492
20201125,5.1976284584980235,0.1701856206534238
20201126,4.837539432176656,-0.07390716538981401
20201127,4.834651898734177,0.06586202931589469
20201128,5.639902676399027,0.2481977712251595
20201129,5.422638436482084,0.18745130733543558
20201130,5.105555555555555,0.018693142606186264
20201201,5.564285714285714,0.1006009518431874
20201202,6.3107255520504735,0.1590138705074926
20201203,6.559335443037975,0.24597085869447533
20201204,6.4794303797468356,0.23496835443037867
20201205,6.535656401944895,0.1279648179351245
20201206,6.769789983844911,0.19245022105183285
20201207,6.5307262569832405,0.20359581448966946
20201208,6.493589743589744,0.13275771847200435
20201209,7.079527559055118,0.10982885814352006
20201210,7.106215578284815,0.07812573360669184
20201211,6.833464877663773,0.05057635684527728
20201212,6.88582995951417,0.050024793938466594
20201213,7.082658022690437,0.04469543412078991
20201214,6.465354330708662,-0.009338846610654095
20201215,6.678376268540203,0.02639807499292246
20201216,6.38503937007874,-0.09921259842519614
20201217,6.064313725490196,-0.14884312182780324
20201218,5.729984301412872,-0.15764008232155735
20201219,5.510483870967742,-0.1964780126494894
20201220,6.361581920903955,-0.10301087168378409
20201221,6.580441640378549,0.0164410442385563
20201222,6.862450592885375,0.026296332049310145
20201223,6.319301032565528,-0.009391191073316207
20201224,6.416264090177133,0.050278623526705424
20201225,6.271186440677966,0.07731459132358509
20201226,5.380452342487883,-0.018575932639980586
20201227,5.591606133979015,-0.10999654098927625
20201228,6.917197452229299,0.04810797312153525
20201229,5.967382657120127,-0.1278668479664642
20201230,6.066241021548284,-0.03615143014532052
20201231,5.473811442385173,-0.13463609254170894
20210101,6.275974025974026,0.0006839407565806255
20210102,6.733171127331711,0.19324554069197575
20210103,6.289195775792039,0.09965566311614538
20210104,6.32306477093207,-0.08487609732817525
20210105,6.452456418383518,0.06929625160905584
20210106,6.753402722177742,0.09816595723277999
20210107,6.152689873417722,0.09698263300465015
20210108,6.36600790513834,0.012861982737758737
20210109,5.782995951417004,-0.13573931084495783
20210110,5.54914703493095,-0.10572124869444188
20210111,4.66798418972332,-0.23644008302982034
20210112,5.597474348855564,-0.12214029564685092
20210113,5.521636506687647,-0.17596660221287053
20210114,6.2952755905511815,0.020369388161921798
20210115,5.400315208825847,-0.13795609947321275
20210116,5.556275303643725,-0.032388663967610754
20210117,6.202101859337106,0.09327926062945036
20210118,6.103529411764706,0.20507788886305445
20210119,6.030636292223095,0.061880277623934
20210120,5.794811320754717,0.03902497343815181
20210121,5.901729559748428,-0.05622086154324979
20210122,5.972419227738377,0.08172914555893218
20210123,6.766612641815235,0.17290533402450148
20210124,6.172441579371474,-0.004237182852232735
20210125,6.093700787401575,-0.0014040891947324496
20210126,5.827694728560189,-0.028991651951844943
20210127,5.9590551181102365,0.02346339962221844
20210128,6.489779874213837,0.08400718778077199
20210129,6.287175452399685,0.04496517495161534
20210130,5.883589329021827,-0.12614618754191476
20210131,5.600644122383253,-0.08168535099831864
20210201,5.386363636363637,-0.10104816443399045
20210202,6.339103068450039,0.07305833426997843
20210203,6.163265306122449,0.029172884001745558
20210204,5.281225451688924,-0.1726506317892742
20210205,5.331496062992126,-0.1365256270582229
20210206,6.054163298302345,0.02436770989721726
20210207,6.63416599516519,0.14764598182599098
20210208,6.462323390894819,0.15370853636159687
20210209,6.226237234878241,-0.016123690510256417
20210210,6.2177672955974845,0.007785998496433244
20210211,4.5165354330708665,-0.10924143123115027
20210212,2.9,-0.347356580427447
20210213,2.61034761519806,-0.49197366901489836
20210214,2.820823244552058,-0.5447632500875894
20210215,4.566587864460205,-0.27081936091923087
20210216,6.246456692913386,0.0028884940050204477
20210217,5.8958168902920285,-0.04599291504363556
20210218,5.232649842271293,0.10230205845720253
20210219,5.666929755327545,0.3952756793325065
20210220,5.0712550607287445,0.3515582065043841
20210221,3.917874396135266,0.15672159308331501
20210222,3.302911093627065,-0.18052525297616295
20210223,3.431496062992126,-0.4021372328458943
20210224,3.147798742138365,-0.3925740211648092
20210225,2.5998421468034727,-0.3761153850668304
20210226,3.166270783847981,-0.3572369959256525
20210227,4.4792514239218875,-0.08457194811526536
20210228,2.718927701056052,-0.17127809929703064
20210301,2.770998415213946,-0.07598752548758814
20210302,2.3138339920948616,-0.1596660101281806
20210303,4.392265193370166,0.17778092160454273
20210304,5.687993680884676,0.44116450486874337
20210305,4.830696202531645,0.2377750598119519
20210306,3.158447857720291,-0.18868622374308464
20210307,3.6811945117029863,0.1374666872352761
20210308,4.401419558359621,0.23291730616366824
20210309,5.2718676122931445,0.4225762314568975
20210310,5.321739130434783,0.1327819910092316
20210311,6.4454976303317535,0.10821484992100938
20210312,5.605700712589074,0.11071493000820531
20210313,5.697165991902834,0.36267401916893416
20210314,6.616194331983806,0.419285688611545
20210315,5.719367588932807,0.18827829008188424
20210316,5.433887569279493,0.023145708140907217
20210317,5.220820189274448,-0.014416991594334405
20210318,5.3962115232833465,-0.1498980152926288
20210319,5.0047430830039525,-0.0858510899407321
20210320,5.504846526655896,-0.02747420932098965
20210321,5.808562197092084,-0.1153760192702471
20210322,5.73296354992076,0.0019422801411357327
20210323,4.898264984227129,-0.0765175121503372
20210324,3.4596518987341773,-0.25159547007718164
20210325,3.6014206787687453,-0.25639869207351396
20210326,3.298895899053628,-0.24369245485004676
20210327,5.224737267582862,-0.040015608439004424
20210328,5.088781275221953,-0.10282584598144773
20210329,5.039619651347068,-0.0990491283676711
20210330,2.977742448330684,-0.27436036227091964
20210331,2.1671949286846277,-0.1846367100070787
20210401,3.778225806451613,0.02525787538326707
20210402,4.979457682826623,0.24008025482471274
20210403,4.757774140752864,-0.066709018118571
20210404,3.5849056603773586,-0.21483937354922755
20210405,4.565567176186645,-0.06772178216577451
20210406,5.002377179080824,0.289233532964305
20210407,5.304829770387965,0.44823354881476263
20210408,4.469745222929936,0.09878848806833229
20210409,4.82264449722882,-0.022401883656828936
20210410,4.519152404237979,-0.03408881950212628
20210411,5.1912123677786814,0.22947238677161774
20210412,5.8878357030015795,0.18889550383070386
20210413,5.892772041302621,0.12719926603168563
20210414,4.910898965791567,-0.056275829228056296
20210415,4.735247208931419,0.03792885514306921
20210416,4.187153053132435,-0.09078449201377037
20210417,4.889520714865963,0.05290975866114156
20210418,5.1022727272727275,-0.01270566292942199
20210419,4.752170481452249,-0.16223788879276224
20210420,3.585308056872038,-0.32963771206151193
20210421,3.7644268774703558,-0.1637817269030295
20210422,4.914173228346456,0.025560859916433643
20210423,2.724028548770817,-0.2090177863373741
20210424,3.4695369618196588,-0.2028548218637578
20210425,3.8461538461538463,-0.1794455544455542
20210426,3.8456692913385826,-0.1295001700162386
20210427,3.7092198581560285,0.017701685897713038
20210428,3.963636363636364,0.028458498023715695
20210429,5.597003154574132,0.09754713231823953
20210430,5.3035573122529645,0.36850410906887854
20210501,5.58999192897498,0.3029221381650453
20210502,5.86709886547812,0.2887064313320389
20210503,4.662194159431729,0.11664640972759255
20210504,4.756714060031595,0.1496420288393665
20210505,5.602371541501976,0.23410502540937372
20210506,5.72432859399684,0.018189348488957258
20210507,5.263823064770932,-0.005676321068861512
20210508,3.6612641815235007,-0.2755325353502105
20210509,3.645109135004042,-0.31742710435344
20210510,4.4380426203630625,-0.03202164843838062
20210511,4.628548895899054,-0.01830930916179163
20210512,5.692429022082019,0.012865354368576831
20210513,5.984908657664813,0.037225723381139275
20210514,5.8131955484896665,0.07848178338839062
20210515,6.288617886178862,0.3753362435221952
20210516,5.9176854115729425,0.32465375379555717
20210517,5.89802371541502,0.2085687278645647
20210518,5.400473933649289,0.11027500539289203
20210519,5.521360759493671,-0.02443832322690831
20210520,4.80190174326466,-0.16900098777145
20210521,5.5605700712589075,-0.03608935389010881
20210522,5.906351791530945,-0.054609442092559135
20210523,5.7052117263843645,-0.03035338359836892
20210524,5.953525641025641,0.007928846515803833
20210525,5.910317460317461,0.07283478952402422
20210526,5.065027755749405,-0.06519042910632322
20210527,5.7787470261697065,0.13954932612929216
20210528,4.414614773629865,-0.16370789966129173
20210529,4.073409461663948,-0.2618489042667136
20210530,2.9837000814995926,-0.38878737784068296
20210531,2.5430622009569377,-0.487209062866957
20210601,2.7285031847133756,-0.45454489651486885
20210602,2.800632911392405,-0.32348497776528573
20210603,3.085191082802548,-0.38479370619530906
20210604,4.016640253565769,-0.05685350286629953
20210605,4.775444264943457,0.10029068618278725
20210606,5.103727714748785,0.3028610904641704
20210607,4.356240126382306,0.25902541791790945
20210608,4.098736176935229,0.19574757031740786
20210609,3.741884402216944,0.13446449868921917
20210610,3.840981012658228,0.10796998997938356
20210611,4.48256735340729,0.06656101426307437
20210612,4.842787682333873,0.009620488198630817
20210613,3.004038772213247,-0.29995556321936157
20210614,2.311268715524035,-0.292138772979754
20210615,3.640661938534279,-0.06543917691442136
20210616,3.0984251968503935,-0.09192274362379305
20210617,2.3291239147592737,-0.2159795854141362
20210618,2.9857932123125495,-0.21382487729924904
20210619,3.6186234817813765,-0.17488060007892736
20210620,5.0105433901054335,0.2866435168417407
20210621,4.376674546887313,0.2950579759090397
20210622,4.380348652931854,0.10566953062822515
20210623,4.765265662172879,0.23812006647464035
20210624,4.701030927835052,0.3388438590108258
20210625,5.356012658227848,0.33860277798789973
20210626,4.123476848090983,0.07212190947280117
20210627,3.8729773462783172,-0.16250943483244473
20210628,3.2969121140142517,-0.15425177612472396
20210629,4.3171701112877585,-0.009025505949156631
20210630,5.1545741324921135,0.05561549575989133
20210701,5.1310181531176005,0.061426746468935534
20210702,4.37776025236593,-0.1397503436945602
20210703,3.639225181598063,-0.0691788094989878
20210704,5.018683996750609,0.16367237863889894
20210705,4.867193675889328,0.22432593741072537
20210706,3.5376088677751385,-0.11136589193037505
20210707,4.46093133385951,-0.09909182837608643
20210708,4.6899841017488075,-0.06300486448125575
20210709,4.7430610626486915,0.05218583004039434
20210710,3.9673202614379086,0.04687072569140671
20210711,4.828035859820701,-0.02723544813284473
20210712,3.415003990422985,-0.20745566935233395
20210713,4.717131474103586,0.16850322947549223
20210714,4.913285600636436,0.06462203811098899
20210715,4.80047885075818,0.0157849641441965
20210716,4.428685258964143,-0.04491082909779287
20210717,4.720228384991843,0.10755830336484795
20210718,4.356677524429967,-0.0673369050558188
20210719,3.6296,0.030656572796716297
20210720,3.6889067524115755,-0.14688924595600206
20210721,2.723336006415397,-0.31284994203157623
20210722,3.0585874799357944,-0.24884162440319857
20210723,2.858974358974359,-0.22424441428425457
20210724,3.56019656019656,-0.16571883211361182
20210725,4.287356321839081,-0.009903028941555814
20210726,4.47096260938743,0.12019465848391908
20210727,4.315747402078338,0.08954866423810914
20210728,4.65818759936407,0.27640737042123886
20210729,3.296738265712013,0.03402154082517406
20210730,3.9538583929992046,0.1564120048606923
20210731,5.16516762060507,0.22928158005835808
20210801,6.256723716381418,0.2813381992203352
20210802,5.104382470119522,0.09048855153315571
20210803,5.089228295819936,0.11049727053451353
20210804,5.575974542561655,0.13111242045679727
20210805,5.21451355661882,0.27396789870097304
20210806,4.397292993630574,0.06334780009019525
20210807,4.577832110839446,-0.08390507282366055
20210808,5.416393442622951,-0.12004718196549558
20210809,4.5266084193804605,-0.0825391501055801
20210810,3.8850758180367118,-0.17202178254046085
20210811,3.5963229416466826,-0.28280737155928115
20210812,3.2200956937799043,-0.28491683754841635
20210813,3.858173076923077,-0.07701713095821461
20210814,3.400990099009901,-0.16812028740422047
20210815,4.3467874794069195,-0.15280085188800419
20210816,5.4624697336561745,0.13369447346795882
20210817,5.4547638110488395,0.224241141858875
20210818,5.647292993630574,0.29299572171198474
20210819,5.3248,0.3006720437457284
20210820,4.4184,0.08003241758241764
20210821,3.4708299096138044,0.009977115800557712
20210822,5.338499184339315,0.14167310070462857
20210823,4.870710295291301,-0.08453706262355354
20210824,5.231259968102074,-0.031929120420967294
20210825,4.245810055865922,-0.20021184825209382
20210826,5.701923076923077,0.05387472527472603
20210827,5.560192616372392,0.16311323091034247
20210828,5.709991876523152,0.31988028098704824
20210829,5.847843775427177,0.07276351301255257
20210830,5.363492063492063,0.07039739545725165
20210831,4.919713831478537,-0.04450659094621923
20210901,3.9364069952305245,-0.04420043723362799
20210902,2.9187250996015934,-0.3975997110459266
20210903,2.157097288676236,-0.48615647538516527
20210904,2.42671009771987,-0.4690402541147547
20210905,2.550204081632653,-0.4710913848277891
20210906,3.3996802557953636,-0.2805445439566716
20210907,4.617106314948042,-0.043229645218642254
20210908,2.3661290322580646,-0.22432542328178018
20210909,2.464630225080386,-0.06487069636017173
20210910,3.505672609400324,0.19265361724629804
20210911,4.740228013029316,0.3305025593299211
20210912,4.857142857142857,0.3295626822157427
20210913,4.432324840764331,0.14752065499556677
20210914,3.8247011952191237,-0.11320073138984466
20210915,5.395534290271132,0.43277217971615256
20210916,6.474481658692185,0.5728359190873995
20210917,5.957836117740652,0.35030907262004707
20210918,5.324368378158109,0.08344862358982663
20210919,5.967293540474244,0.1585929547616276
20210920,6.411437648927721,0.28273040116619885
20210921,5.932646592709984,0.30113505678440866
20210922,5.554494828957836,0.02270864838381481
20210923,4.20398406374502,-0.3243567992781662
20210924,4.4525139664804465,-0.2150460216086021
20210925,3.268352365415987,-0.293716573248874
20210926,3.984489795918367,-0.2832576777936957
20210927,5.311358220810167,-0.1571542040167948
20210928,5.11376292760541,-0.11698338072922443
20210929,6.0,0.0636435958631667
20210930,5.30166270783848,0.1568112348704931
20211001,4.7887550200803215,0.04803443622855408
20211002,4.976441917140536,0.244012793103507
20211003,5.182410423452769,0.17113151821919992
20211004,5.0632506004803846,-0.03544394576139709
20211005,5.727126805778491,0.08762341116758332
20211006,6.34049323786794,0.04864189112399053
20211007,5.476114649681529,0.024921705977579478
